                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.74657,                 0.3643,                0.82598,                0.79636,                0.55974,                0.64419,                0.44679,                0.73361,                0.34654,                0.81015,              0.0040204,              0.0040204,              0.0040204
                    153,                0.74569,                0.36459,                0.82447,                0.79634,                 0.5598,                0.64444,                0.44677,                 0.7337,                0.34668,                0.81013,              0.0039808,              0.0039808,              0.0039808
                    154,                0.74559,                0.36392,                0.82412,                0.79537,                0.56026,                0.64481,                0.44699,                0.73353,                0.34658,                0.81009,              0.0039412,              0.0039412,              0.0039412
                    155,                0.74189,                0.36177,                 0.8245,                0.79539,                0.56005,                0.64476,                0.44728,                0.73348,                 0.3465,                0.81008,              0.0039016,              0.0039016,              0.0039016
                    156,                0.74115,                0.36307,                0.82397,                0.79503,                0.56081,                0.64521,                0.44734,                0.73344,                0.34655,                0.81004,               0.003862,               0.003862,               0.003862
                    157,                0.74147,                 0.3609,                0.82401,                0.79528,                0.56117,                0.64548,                0.44741,                0.73352,                0.34652,                0.81003,              0.0038224,              0.0038224,              0.0038224
                    158,                0.73921,                0.36034,                0.82582,                0.79605,                0.56078,                0.64544,                0.44739,                 0.7333,                0.34669,                0.80999,              0.0037828,              0.0037828,              0.0037828
                    159,                 0.7376,                 0.3603,                 0.8232,                0.79542,                0.56129,                0.64567,                0.44758,                0.73309,                0.34654,                0.80998,              0.0037432,              0.0037432,              0.0037432
                    160,                0.74225,                0.36145,                0.82475,                0.79498,                0.56149,                0.64589,                0.44755,                0.73322,                0.34646,                0.80996,              0.0037036,              0.0037036,              0.0037036
                    161,                0.73655,                0.36032,                0.82274,                0.79408,                0.56227,                0.64593,                0.44744,                0.73347,                0.34674,                0.80995,               0.003664,               0.003664,               0.003664
                    162,                0.73618,                0.35952,                0.82246,                0.79458,                0.56261,                0.64604,                0.44756,                0.73364,                0.34652,                0.80996,              0.0036244,              0.0036244,              0.0036244
                    163,                0.73776,                0.35939,                0.82368,                0.79423,                0.56281,                 0.6463,                0.44746,                0.73354,                0.34683,                0.80993,              0.0035848,              0.0035848,              0.0035848
                    164,                 0.7345,                0.35908,                0.82309,                0.79386,                0.56247,                0.64626,                 0.4475,                0.73359,                0.34678,                0.80992,              0.0035452,              0.0035452,              0.0035452
                    165,                0.73468,                0.35945,                0.82249,                0.79389,                0.56232,                0.64628,                0.44733,                0.73407,                0.34678,                0.80988,              0.0035056,              0.0035056,              0.0035056
                    166,                 0.7329,                0.35852,                0.82246,                 0.7928,                0.56255,                0.64627,                0.44741,                0.73401,                0.34695,                0.80988,               0.003466,               0.003466,               0.003466
                    167,                0.73262,                0.35748,                0.82317,                0.79252,                0.56299,                0.64632,                 0.4476,                0.73339,                 0.3468,                0.80982,              0.0034264,              0.0034264,              0.0034264
                    168,                0.73079,                0.35634,                0.82095,                0.79278,                0.56286,                0.64619,                0.44786,                0.73296,                0.34678,                0.80978,              0.0033868,              0.0033868,              0.0033868
                    169,                0.73198,                0.35746,                0.82284,                0.79229,                0.56278,                0.64663,                0.44804,                0.73235,                0.34643,                0.80974,              0.0033472,              0.0033472,              0.0033472
                    170,                0.73289,                0.35693,                0.82254,                0.79302,                0.56299,                0.64673,                0.44821,                 0.7324,                0.34649,                0.80971,              0.0033076,              0.0033076,              0.0033076
                    171,                0.72902,                0.35448,                0.82279,                 0.7929,                0.56372,                0.64686,                0.44822,                0.73201,                 0.3461,                0.80968,               0.003268,               0.003268,               0.003268
                    172,                0.72611,                0.35399,                0.82169,                0.79396,                0.56263,                0.64694,                0.44863,                0.73176,                0.34578,                0.80968,              0.0032284,              0.0032284,              0.0032284
                    173,                0.72785,                0.35456,                 0.8223,                0.79277,                0.56325,                0.64695,                0.44909,                0.73117,                0.34555,                0.80966,              0.0031888,              0.0031888,              0.0031888
                    174,                0.72792,                0.35474,                0.82173,                0.79302,                0.56345,                0.64729,                0.44927,                0.73052,                 0.3454,                0.80963,              0.0031492,              0.0031492,              0.0031492
                    175,                0.72126,                0.35154,                0.81967,                0.79331,                0.56342,                0.64732,                 0.4495,                0.73055,                0.34521,                0.80963,              0.0031096,              0.0031096,              0.0031096
                    176,                0.72355,                0.35222,                0.82086,                0.79447,                0.56282,                 0.6476,                0.44956,                0.73087,                0.34498,                0.80959,                0.00307,                0.00307,                0.00307
                    177,                 0.7253,                0.35156,                 0.8203,                0.79389,                0.56269,                0.64766,                0.44981,                0.73026,                0.34443,                0.80957,              0.0030304,              0.0030304,              0.0030304
                    178,                 0.7209,                  0.351,                0.82058,                0.79361,                0.56301,                 0.6478,                0.44988,                0.73025,                0.34401,                0.80953,              0.0029908,              0.0029908,              0.0029908
                    179,                0.72347,                 0.3529,                0.81973,                0.79481,                 0.5634,                 0.6483,                0.44979,                0.73032,                0.34394,                0.80952,              0.0029512,              0.0029512,              0.0029512
                    180,                0.71874,                0.34933,                 0.8199,                0.79441,                0.56334,                0.64865,                0.45008,                0.72986,                0.34343,                0.80949,              0.0029116,              0.0029116,              0.0029116
                    181,                0.72045,                0.34942,                0.82077,                0.79314,                0.56374,                0.64858,                0.45017,                0.72968,                0.34368,                0.80947,               0.002872,               0.002872,               0.002872
                    182,                0.71866,                0.34948,                0.82033,                0.79321,                0.56412,                 0.6488,                0.45046,                0.72936,                0.34337,                0.80947,              0.0028324,              0.0028324,              0.0028324
                    183,                0.71688,                0.35001,                0.81886,                0.79387,                0.56408,                0.64881,                0.45044,                0.72908,                0.34304,                 0.8094,              0.0027928,              0.0027928,              0.0027928
                    184,                0.71751,                0.34833,                0.81955,                0.79326,                0.56455,                0.64903,                0.45067,                0.72851,                0.34298,                0.80938,              0.0027532,              0.0027532,              0.0027532
                    185,                0.71463,                0.34794,                0.82093,                0.79412,                0.56427,                 0.6495,                0.45136,                0.72752,                0.34248,                0.80931,              0.0027136,              0.0027136,              0.0027136
                    186,                0.71448,                 0.3478,                0.82029,                0.79409,                0.56442,                0.64957,                0.45143,                0.72734,                0.34242,                0.80929,               0.002674,               0.002674,               0.002674
                    187,                0.71653,                 0.3476,                0.81894,                0.79393,                0.56413,                 0.6493,                0.45154,                0.72686,                0.34216,                0.80923,              0.0026344,              0.0026344,              0.0026344
                    188,                0.71215,                0.34633,                0.81892,                0.79387,                0.56501,                0.65002,                0.45182,                  0.727,                  0.342,                0.80922,              0.0025948,              0.0025948,              0.0025948
                    189,                0.71059,                0.34548,                0.81851,                0.79425,                0.56461,                0.64966,                0.45177,                0.72701,                0.34203,                0.80919,              0.0025552,              0.0025552,              0.0025552
                    190,                0.71082,                0.34495,                0.81776,                0.79315,                 0.5651,                0.64991,                0.45206,                0.72643,                0.34166,                0.80919,              0.0025156,              0.0025156,              0.0025156
                    191,                0.70913,                0.34522,                 0.8184,                 0.7938,                0.56561,                0.65024,                0.45194,                0.72665,                0.34164,                0.80915,               0.002476,               0.002476,               0.002476
                    192,                 0.7099,                0.34361,                 0.8185,                0.79563,                0.56536,                 0.6503,                0.45234,                 0.7264,                0.34155,                0.80914,              0.0024364,              0.0024364,              0.0024364
                    193,                0.70813,                0.34394,                0.81917,                0.79579,                0.56502,                0.65035,                  0.452,                0.72682,                0.34138,                0.80916,              0.0023968,              0.0023968,              0.0023968
                    194,                0.70574,                0.34184,                0.81871,                0.79497,                0.56536,                0.65073,                0.45232,                0.72657,                0.34126,                0.80911,              0.0023572,              0.0023572,              0.0023572
                    195,                0.70505,                0.34313,                 0.8182,                0.79463,                 0.5654,                0.65053,                0.45266,                 0.7262,                0.34123,                0.80906,              0.0023176,              0.0023176,              0.0023176
                    196,                 0.7059,                0.34309,                0.81816,                0.79517,                0.56548,                0.65065,                0.45274,                0.72574,                0.34107,                0.80905,               0.002278,               0.002278,               0.002278
                    197,                0.70471,                0.34207,                 0.8181,                0.79428,                0.56598,                0.65109,                0.45283,                 0.7256,                0.34108,                0.80902,              0.0022384,              0.0022384,              0.0022384
                    198,                0.70457,                0.34191,                0.81957,                0.79394,                0.56649,                0.65108,                0.45287,                0.72588,                0.34092,                  0.809,              0.0021988,              0.0021988,              0.0021988
                    199,                0.70302,                0.34082,                0.81903,                0.79518,                0.56613,                 0.6511,                0.45294,                0.72576,                0.34093,                  0.809,              0.0021592,              0.0021592,              0.0021592
                    200,                0.70322,                0.34051,                  0.818,                0.79553,                0.56594,                0.65128,                  0.453,                0.72567,                  0.341,                0.80896,              0.0021196,              0.0021196,              0.0021196
                    201,                0.70108,                0.33981,                0.81684,                0.79456,                0.56652,                 0.6516,                0.45324,                0.72596,                0.34084,                0.80894,                0.00208,                0.00208,                0.00208
                    202,                0.69799,                0.33854,                0.81653,                0.79522,                0.56689,                0.65158,                0.45333,                0.72545,                0.34068,                0.80892,              0.0020404,              0.0020404,              0.0020404
                    203,                0.69893,                0.33859,                0.81606,                0.79577,                0.56705,                0.65196,                0.45375,                0.72551,                0.34056,                0.80888,              0.0020008,              0.0020008,              0.0020008
                    204,                0.69661,                0.33862,                0.81682,                0.79576,                0.56736,                0.65198,                0.45388,                0.72527,                0.34042,                0.80885,              0.0019612,              0.0019612,              0.0019612
                    205,                0.69414,                0.33695,                0.81636,                 0.7962,                0.56715,                0.65197,                0.45394,                0.72545,                0.34047,                0.80882,              0.0019216,              0.0019216,              0.0019216
                    206,                0.69672,                0.33766,                0.81656,                0.79719,                0.56743,                0.65211,                0.45394,                0.72546,                 0.3407,                0.80883,               0.001882,               0.001882,               0.001882
                    207,                0.69465,                0.33675,                0.81742,                0.79735,                0.56778,                0.65239,                0.45416,                0.72527,                0.34045,                0.80877,              0.0018424,              0.0018424,              0.0018424
                    208,                0.69463,                0.33679,                0.81729,                0.79817,                0.56789,                0.65256,                0.45464,                0.72444,                0.34007,                0.80875,              0.0018028,              0.0018028,              0.0018028
                    209,                0.69176,                0.33453,                0.81552,                0.79676,                0.56851,                0.65283,                0.45458,                0.72444,                0.34023,                0.80873,              0.0017632,              0.0017632,              0.0017632
                    210,                0.69211,                0.33463,                0.81601,                0.79747,                0.56874,                  0.653,                0.45462,                0.72441,                0.34022,                0.80872,              0.0017236,              0.0017236,              0.0017236
                    211,                0.69187,                0.33484,                0.81585,                0.79831,                0.56884,                0.65326,                0.45503,                0.72409,                0.34017,                0.80867,               0.001684,               0.001684,               0.001684
                    212,                0.68792,                0.33415,                0.81591,                0.79647,                0.56927,                0.65335,                0.45564,                0.72378,                0.33993,                0.80862,              0.0016444,              0.0016444,              0.0016444
                    213,                0.68809,                0.33287,                0.81601,                0.79752,                0.56881,                0.65356,                0.45573,                0.72344,                0.33972,                 0.8086,              0.0016048,              0.0016048,              0.0016048
                    214,                0.68751,                0.33215,                0.81474,                0.79758,                 0.5692,                0.65371,                0.45603,                0.72326,                0.33961,                0.80857,              0.0015652,              0.0015652,              0.0015652
                    215,                0.68675,                0.33229,                0.81463,                0.79863,                0.56939,                0.65379,                0.45627,                0.72325,                0.33974,                0.80856,              0.0015256,              0.0015256,              0.0015256
                    216,                0.68568,                0.33225,                0.81512,                 0.7986,                0.56935,                0.65412,                0.45626,                0.72295,                0.33959,                0.80854,               0.001486,               0.001486,               0.001486
                    217,                  0.683,                 0.3309,                0.81514,                0.79919,                0.56926,                0.65424,                0.45639,                0.72295,                0.33956,                0.80853,              0.0014464,              0.0014464,              0.0014464
                    218,                0.68214,                0.32901,                 0.8152,                0.80099,                0.56903,                0.65445,                0.45659,                0.72299,                0.33968,                0.80849,              0.0014068,              0.0014068,              0.0014068
                    219,                0.68373,                0.33111,                0.81488,                0.80019,                0.56919,                0.65436,                0.45688,                0.72273,                0.33949,                 0.8085,              0.0013672,              0.0013672,              0.0013672
                    220,                0.68164,                0.33082,                0.81455,                0.80003,                0.56918,                0.65458,                0.45713,                0.72224,                0.33929,                0.80844,              0.0013276,              0.0013276,              0.0013276
                    221,                0.67862,                0.32842,                0.81417,                0.80029,                0.56943,                0.65448,                0.45713,                0.72214,                0.33909,                0.80843,               0.001288,               0.001288,               0.001288
                    222,                0.67783,                0.32756,                0.81497,                0.80036,                0.56914,                0.65459,                0.45732,                0.72216,                0.33917,                0.80841,              0.0012484,              0.0012484,              0.0012484
                    223,                0.67729,                0.32685,                0.81502,                0.80036,                0.56972,                0.65465,                0.45726,                0.72214,                0.33899,                0.80835,              0.0012088,              0.0012088,              0.0012088
                    224,                0.67732,                0.32656,                0.81424,                0.80033,                0.56985,                0.65463,                0.45735,                0.72221,                0.33891,                0.80833,              0.0011692,              0.0011692,              0.0011692
                    225,                0.67512,                0.32671,                0.81322,                0.80028,                0.56983,                0.65468,                0.45731,                 0.7222,                0.33882,                0.80831,              0.0011296,              0.0011296,              0.0011296
                    226,                 0.6761,                0.32593,                0.81391,                 0.8012,                0.56958,                0.65491,                0.45724,                 0.7221,                0.33883,                 0.8083,                0.00109,                0.00109,                0.00109
                    227,                0.67289,                0.32552,                0.81324,                0.80155,                0.56957,                0.65516,                0.45763,                0.72184,                0.33866,                0.80826,              0.0010504,              0.0010504,              0.0010504
                    228,                0.67162,                0.32373,                0.81356,                0.80008,                0.57054,                0.65498,                0.45756,                0.72194,                 0.3388,                0.80822,              0.0010108,              0.0010108,              0.0010108
                    229,                0.67118,                0.32502,                0.81199,                0.80125,                0.56943,                0.65517,                0.45781,                0.72179,                0.33878,                0.80821,              0.0009712,              0.0009712,              0.0009712
                    230,                0.66795,                 0.3239,                0.81251,                0.80059,                0.57065,                0.65549,                0.45786,                0.72152,                0.33871,                0.80818,              0.0009316,              0.0009316,              0.0009316
                    231,                0.67063,                0.32366,                0.81327,                0.80163,                0.57032,                0.65554,                 0.4579,                0.72135,                0.33883,                0.80814,               0.000892,               0.000892,               0.000892
                    232,                0.66629,                  0.321,                 0.8126,                0.80196,                0.57038,                0.65564,                0.45812,                0.72119,                 0.3389,                0.80812,              0.0008524,              0.0008524,              0.0008524
                    233,                0.66652,                 0.3207,                0.81198,                0.80093,                0.57081,                0.65581,                0.45818,                0.72121,                0.33876,                 0.8081,              0.0008128,              0.0008128,              0.0008128
                    234,                0.66724,                0.32227,                 0.8114,                 0.8013,                0.57079,                0.65593,                0.45805,                0.72103,                0.33873,                0.80807,              0.0007732,              0.0007732,              0.0007732
                    235,                 0.6692,                0.32371,                0.81414,                0.80254,                 0.5702,                0.65592,                0.45837,                0.72077,                0.33845,                0.80803,              0.0007336,              0.0007336,              0.0007336
                    236,                0.66701,                0.32127,                0.81184,                0.80283,                0.57037,                0.65633,                0.45857,                0.72072,                0.33867,                0.80803,               0.000694,               0.000694,               0.000694
                    237,                0.66408,                0.32097,                0.81205,                0.80262,                0.57104,                0.65634,                0.45868,                0.72075,                0.33852,                0.80798,              0.0006544,              0.0006544,              0.0006544
                    238,                0.66217,                0.31918,                0.80968,                0.80298,                0.57028,                0.65644,                0.45868,                0.72045,                 0.3385,                0.80795,              0.0006148,              0.0006148,              0.0006148
                    239,                0.66231,                 0.3185,                0.81112,                 0.8032,                0.57035,                0.65655,                0.45883,                0.72032,                0.33857,                 0.8079,              0.0005752,              0.0005752,              0.0005752
                    240,                0.66036,                0.31707,                 0.8116,                0.80296,                0.57039,                0.65655,                0.45896,                0.72035,                0.33833,                0.80786,              0.0005356,              0.0005356,              0.0005356
                    241,                0.65935,                0.31701,                0.81072,                0.80322,                0.57068,                 0.6569,                0.45886,                 0.7203,                0.33835,                0.80789,               0.000496,               0.000496,               0.000496
                    242,                0.65752,                0.31616,                0.81009,                0.80291,                 0.5706,                 0.6571,                0.45895,                0.72034,                0.33816,                0.80786,              0.0004564,              0.0004564,              0.0004564
                    243,                0.65836,                0.31693,                0.81052,                0.80335,                0.57038,                0.65712,                0.45913,                0.72003,                0.33826,                0.80783,              0.0004168,              0.0004168,              0.0004168
                    244,                0.65933,                0.31689,                0.81129,                0.80323,                0.57018,                0.65733,                0.45936,                0.71993,                  0.338,                0.80781,              0.0003772,              0.0003772,              0.0003772
                    245,                0.65937,                0.31638,                0.81048,                0.80289,                0.56991,                0.65743,                0.45966,                0.71976,                0.33821,                0.80778,              0.0003376,              0.0003376,              0.0003376
                    246,                0.65549,                0.31587,                 0.8112,                0.80301,                0.57014,                0.65771,                0.45961,                0.71992,                0.33836,                0.80775,               0.000298,               0.000298,               0.000298
                    247,                0.65446,                0.31414,                0.81216,                 0.8037,                 0.5703,                0.65784,                0.45984,                0.71985,                0.33807,                0.80773,              0.0002584,              0.0002584,              0.0002584
                    248,                0.65421,                0.31408,                0.80959,                 0.8041,                 0.5704,                0.65793,                0.45966,                0.71957,                0.33786,                 0.8077,              0.0002188,              0.0002188,              0.0002188
                    249,                0.65224,                0.31317,                0.81129,                0.80332,                0.57054,                0.65805,                0.45982,                0.71945,                0.33784,                0.80765,              0.0001792,              0.0001792,              0.0001792
